2023-12-10 02:48:46.446705,20.51,86.60
2023-12-10 02:48:50.055330,20.49,86.50
2023-12-10 02:49:40.572700,20.45,86.76
2023-12-10 02:49:44.181442,20.45,86.83
2023-12-10 02:49:47.789999,20.45,86.74
2023-12-10 02:49:51.398636,20.45,86.79
2023-12-10 02:49:55.006678,20.44,86.71
2023-12-10 02:49:58.615058,20.42,86.65
2023-12-10 02:50:02.223576,20.40,86.69
2023-12-10 02:50:05.832362,20.40,86.76
2023-12-10 02:50:09.440354,20.40,86.83
2023-12-10 02:50:13.049101,20.41,86.82
2023-12-10 02:50:16.657529,20.40,86.84
2023-12-10 02:50:20.265938,20.42,86.80
2023-12-10 02:50:23.874383,20.45,86.75
2023-12-10 02:50:27.482748,20.45,86.75
2023-12-10 02:50:31.091232,20.46,86.71
2023-12-10 02:50:34.699583,20.45,86.69
2023-12-10 02:50:38.308081,20.47,86.67
2023-12-10 02:50:41.916363,20.50,86.64
2023-12-10 02:50:45.525429,20.48,86.59
2023-12-10 02:50:49.133554,20.48,86.60
2023-12-10 02:50:52.742012,20.49,86.58
2023-12-10 02:50:56.350386,20.44,86.52
2023-12-10 02:50:59.958922,20.45,86.52
2023-12-10 02:51:03.567242,20.42,86.63
2023-12-10 02:51:07.175902,20.41,86.72
2023-12-10 02:51:10.784441,20.42,86.75
2023-12-10 02:51:14.393090,20.44,86.77
2023-12-10 02:51:18.001576,20.45,86.74
2023-12-10 02:51:21.609972,20.46,86.74
2023-12-10 02:51:25.218660,20.47,86.71
2023-12-10 02:51:28.827200,20.48,86.69
2023-12-10 02:51:32.436032,20.49,86.71
2023-12-10 02:51:36.043672,20.47,86.65
2023-12-10 02:51:39.651975,20.46,86.66
2023-12-10 02:51:43.260583,20.46,86.63
2023-12-10 02:51:46.868847,20.45,86.73
2023-12-10 02:51:50.477196,20.45,86.73
2023-12-10 02:51:54.085527,20.47,86.72
2023-12-10 02:51:57.693970,20.47,86.75
2023-12-10 02:52:01.302667,20.49,86.70
2023-12-10 02:52:04.910843,20.51,86.69
2023-12-10 02:52:08.519707,20.52,86.63
2023-12-10 02:52:12.127921,20.53,86.57
2023-12-10 02:52:15.736314,20.54,86.57
2023-12-10 02:52:19.344752,20.54,86.52
2023-12-10 02:52:22.953209,20.52,86.55
2023-12-10 02:52:26.561890,20.53,86.54
2023-12-10 02:52:30.170333,20.52,86.48
2023-12-10 02:52:33.778822,20.52,86.50
2023-12-10 02:52:37.387184,20.54,86.56
2023-12-10 02:52:40.995704,20.53,86.57
2023-12-10 02:52:44.603971,20.54,86.59
2023-12-10 02:52:48.212395,20.55,86.72
2023-12-10 02:52:51.821423,20.55,87.08
2023-12-10 02:52:55.429868,20.56,87.12
2023-12-10 02:52:59.038246,20.56,87.08
2023-12-10 02:53:02.646028,20.56,86.94
2023-12-10 02:53:06.254446,20.55,86.82
2023-12-10 02:53:09.862843,20.56,86.74
2023-12-10 02:53:13.471155,20.56,86.76
2023-12-10 02:53:17.079580,20.59,86.77
2023-12-10 02:53:20.688868,20.59,86.68
2023-12-10 02:53:24.296982,20.58,86.59
2023-12-10 02:53:27.905417,20.57,86.48
2023-12-10 02:53:31.513856,20.57,86.45
2023-12-10 02:53:35.122986,20.57,86.47
2023-12-10 02:53:38.731305,20.58,86.45
2023-12-10 02:53:42.339922,20.59,86.44
2023-12-10 02:53:45.948199,20.57,86.39
2023-12-10 02:53:49.556938,20.57,86.72
2023-12-10 02:53:53.165272,20.58,86.62
2023-12-10 02:53:56.772586,20.55,86.52
2023-12-10 02:54:00.381025,20.56,86.56
2023-12-10 02:54:03.989424,20.56,86.60
2023-12-10 02:54:07.597986,20.56,86.52
2023-12-10 02:54:11.206586,20.59,86.45
2023-12-10 02:54:14.815395,20.60,86.50
2023-12-10 02:54:18.424155,20.58,86.46
2023-12-10 02:54:22.031416,20.59,86.60
2023-12-10 02:54:25.639926,20.60,86.66
2023-12-10 02:54:29.248573,20.60,86.65
2023-12-10 02:54:32.856649,20.63,86.56
2023-12-10 02:54:36.465132,20.65,86.51
2023-12-10 02:54:40.073467,20.65,86.44
2023-12-10 02:54:43.682546,20.64,86.30
2023-12-10 02:54:47.291042,20.66,86.31
2023-12-10 02:54:50.899574,20.69,86.23
2023-12-10 02:54:54.507664,20.66,86.15
2023-12-10 02:54:58.116727,20.68,86.15
2023-12-10 02:55:01.725278,20.69,86.08
2023-12-10 02:55:05.333648,20.68,86.02
2023-12-10 02:55:08.942278,20.68,86.07
2023-12-10 02:55:12.551026,20.68,86.06
2023-12-10 02:55:16.159434,20.64,85.98
2023-12-10 02:55:19.768147,20.61,85.98
2023-12-10 02:55:23.376616,20.62,86.08
2023-12-10 02:55:26.985236,20.60,86.09
2023-12-10 02:55:30.593983,20.58,86.07
2023-12-10 02:55:34.202202,20.54,86.13
2023-12-10 02:55:37.810584,20.55,86.26
2023-12-10 02:55:41.419362,20.57,86.26
2023-12-10 02:55:45.027941,20.59,86.23
2023-12-10 02:55:48.636469,20.58,86.21
2023-12-10 02:55:52.245098,20.57,86.16
2023-12-10 02:55:55.853450,20.57,86.16
2023-12-10 02:55:59.462656,20.57,86.19
2023-12-10 02:56:03.071378,20.57,86.22
2023-12-10 02:56:06.679468,20.56,86.20
2023-12-10 02:56:10.287804,20.57,86.31
2023-12-10 02:56:13.896468,20.58,86.35
2023-12-10 02:56:17.504883,20.58,86.27
2023-12-10 02:56:21.113910,20.57,86.28
2023-12-10 02:56:24.722068,20.58,86.25
2023-12-10 02:56:28.330779,20.59,86.28
2023-12-10 02:56:31.939464,20.58,86.32
2023-12-10 02:56:35.547937,20.57,86.31
2023-12-10 02:56:39.156335,20.58,86.32
2023-12-10 02:56:42.764811,20.58,86.30
2023-12-10 02:56:46.373785,20.58,86.29
2023-12-10 02:56:49.982108,20.57,86.28
2023-12-10 02:56:53.590508,20.57,86.31
2023-12-10 02:56:57.198893,20.56,86.25
2023-12-10 02:57:00.808167,20.56,86.28
2023-12-10 02:57:04.416411,20.55,86.35
2023-12-10 02:57:08.024825,20.56,86.38
2023-12-10 02:57:11.633850,20.56,86.39
2023-12-10 02:57:15.242262,20.58,86.38
2023-12-10 02:57:18.850755,20.57,86.40
2023-12-10 02:57:22.459338,20.59,86.49
2023-12-10 02:57:26.067853,20.61,86.52
2023-12-10 02:57:29.676453,20.58,86.36
2023-12-10 02:57:33.284963,20.59,86.39
2023-12-10 02:57:36.893329,20.61,86.43
2023-12-10 02:57:40.502116,20.61,86.34
2023-12-10 02:57:44.110365,20.64,86.35
2023-12-10 02:57:47.719074,20.62,86.26
2023-12-10 02:57:51.327798,20.62,86.24
2023-12-10 02:57:54.936200,20.63,86.22
2023-12-10 02:57:58.544654,20.63,86.20
2023-12-10 02:58:02.153751,20.63,86.20
2023-12-10 02:58:05.762243,20.63,86.19
2023-12-10 02:58:09.370517,20.62,86.21
2023-12-10 02:58:12.978820,20.62,86.19
2023-12-10 02:58:16.587932,20.64,86.22
2023-12-10 02:58:20.196318,20.62,86.24
2023-12-10 02:58:23.804661,20.63,86.24
2023-12-10 02:58:27.413050,20.63,86.25
2023-12-10 02:58:31.022151,20.64,86.25
2023-12-10 02:58:34.630487,20.64,86.23
2023-12-10 02:58:38.238861,20.64,86.25
2023-12-10 02:58:41.847603,20.65,86.21
2023-12-10 02:58:45.455959,20.67,86.19
2023-12-10 02:58:49.064874,20.67,86.17
2023-12-10 02:58:52.673434,20.68,86.19
2023-12-10 02:58:56.281793,20.66,86.17
2023-12-10 02:58:59.890204,20.66,86.17
2023-12-10 02:59:03.498629,20.66,86.18
2023-12-10 02:59:07.106958,20.67,86.20
2023-12-10 02:59:10.715784,20.66,86.14
2023-12-10 02:59:14.324618,20.66,86.10
2023-12-10 02:59:17.932479,20.68,86.17
2023-12-10 02:59:21.540873,20.67,86.20
2023-12-10 02:59:25.149539,20.68,86.25
2023-12-10 02:59:28.758037,20.66,86.23
2023-12-10 02:59:32.366331,20.68,86.31
2023-12-10 02:59:35.975062,20.68,86.27
2023-12-10 02:59:39.583492,20.68,86.19
2023-12-10 02:59:43.191777,20.67,86.15
2023-12-10 02:59:46.800310,20.64,86.15
